-112.05834,33.44843,0
-112.05832,33.44902,0
-112.05832,33.44904,0
-112.05832,33.44905,0
-112.05831,33.44906,0
-112.0583,33.44907,0
-112.05829,33.44908,0
-112.05828,33.44908,0
-112.05825,33.44909,0
-112.05802,33.44908,0
-112.05694,33.44908,0
-112.05642,33.44908,0
-112.05642,33.44941,0
-112.05642,33.44984,0
-112.05641,33.4504,0
-112.05641,33.45058,0
-112.05642,33.45087,0
-112.05642,33.45098,0
-112.05642,33.45136,0
-112.05595,33.45136,0
-112.05559,33.45137,0
-112.05529,33.45137,0
-112.05513,33.45137,0
-112.05474,33.45138,0
-112.05422,33.45138,0
-112.05371,33.45138,0
-112.05361,33.45138,0
-112.05293,33.45139,0
-112.05277,33.45139,0
-112.05274,33.45139,0
-112.05223,33.45139,0
-112.05205,33.45139,0
-112.0499,33.45141,0
-112.04896,33.45141,0
-112.04841,33.45142,0
-112.04771,33.45142,0
-112.04752,33.45143,0
-112.0473,33.45143,0
-112.04709,33.45143,0
-112.0467,33.45143,0
-112.04553,33.45143,0
-112.04445,33.45142,0
-112.0441,33.45142,0
-112.04396,33.45142,0
-112.04337,33.45142,0
-112.04262,33.45142,0
-112.04121,33.45143,0
-112.04062,33.45143,0
-112.03961,33.45143,0
-112.03898,33.45142,0
-112.03828,33.45142,0
-112.03796,33.45142,0
-112.03756,33.45141,0
-112.03755,33.45141,0
-112.03754,33.45141,0
-112.03753,33.45141,0
-112.03736,33.45141,0
-112.03735,33.45141,0
-112.0373,33.45141,0
-112.03727,33.45141,0
-112.03708,33.45141,0
-112.03706,33.45141,0
-112.03705,33.45141,0
-112.03695,33.45141,0
-112.03688,33.45141,0
-112.03675,33.45141,0
-112.03654,33.4514,0
-112.0365,33.4514,0
-112.036,33.45139,0
-112.03557,33.45139,0
-112.03507,33.45139,0
-112.03458,33.45139,0
-112.03351,33.45137,0
-112.03335,33.45137,0
-112.03263,33.45136,0
-112.03248,33.45135,0
-112.03221,33.45135,0
-112.03203,33.45135,0
-112.0318,33.45135,0
-112.03174,33.45135,0
-112.03129,33.45134,0
-112.03119,33.45135,0
-112.03086,33.45134,0
-112.03067,33.45134,0
-112.03054,33.45133,0
-112.03018,33.45134,0
-112.03018,33.45175,0
-112.03018,33.452,0
-112.03019,33.45219,0
-112.03019,33.45246,0
-112.03019,33.45296,0
-112.03019,33.45344,0
-112.03019,33.45402,0
-112.0302,33.45516,0
-112.0302,33.45598,0
-112.0302,33.4562,0
-112.0302,33.45642,0
-112.03021,33.45696,0
-112.03021,33.45711,0
-112.03021,33.45769,0
-112.03021,33.45801,0
-112.03021,33.45858,0
-112.03021,33.45901,0
-112.03021,33.45938,0
-112.03022,33.45996,0
-112.03022,33.4601,0
-112.03024,33.46041,0
-112.03024,33.46068,0
-112.03017,33.46074,0
-112.03017,33.4608,0
-112.03017,33.46098,0
-112.03017,33.46203,0
-112.03017,33.46212,0
-112.03017,33.46278,0
